Songs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
4 5,0.03018867924528302,0.11003236245954692,0.1503404924044002,0.16472303206997085,0.12257495590828923,0.012711864406779662,0.2279179810725552,0.15612244897959185,0.0,0.0,0.006818181818181818,0.03187250996015936,0.011494252873563218,0.015806988352745424,0.004048582995951417,0.012867647058823529,0.0,0.005069124423963134,0.008012820512820512,0.008869179600886918,0.008064516129032258,0.01969796454366382,0.008708272859216255,0.0,0.017361111111111112,0.0,0.010416666666666666,0.043795620437956206,0.0020964360587002098,0.0037593984962406013,0.16953316953316952,0.0035211267605633804,0.013671875,0.022593320235756387,0.20814880425155005,0.10108695652173913,0.015625,0.12302215189873418,0.028037383177570093,0.0084985835694051,0.18888888888888888,0.27567067530064754,0.11949685534591195,0.0,0.04779411764705882,0.02734375,0.009565217391304347,0.05963302752293578,0.015625,0.015625,0.017857142857142856,0.3966049382716049,0.0,0.00949367088607595,0.02147239263803681,0.015748031496062992,0.014084507042253521,0.0,0.0175,0.0,0.02079002079002079,0.00625,0.0,0.02336448598130841,0.00641025641025641,0.013559322033898305,0.016098484848484848,0.047619047619047616,0.0,0.0,0.04861111111111111,0.008849557522123894,0.0,0.011538461538461539,0.014035087719298246,0.03356890459363958,0.02321981424148607,0.015384615384615385,0.0,0.22807017543859648,0.09223013048635824,0.0,0.0,0.0,0.014423076923076924,0.05496828752642706,0.10085836909871244,0.03282828282828283,0.007142857142857143,0.0,0.00423728813559322,0.12974683544303797,0.037037037037037035,0.09615384615384616,0.0546875,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 6,0.03773584905660377,0.042071197411003236,0.017286537454164485,0.0,0.014991181657848324,0.029661016949152543,0.01971608832807571,0.0,0.020689655172413793,0.040453074433656956,0.022727272727272728,0.00398406374501992,0.02586206896551724,0.016638935108153077,0.00708502024291498,0.04411764705882353,0.04190751445086705,0.035023041474654376,0.049679487179487176,0.01385809312638581,0.03494623655913978,0.008207485226526593,0.05224963715529753,0.021739130434782608,0.027777777777777776,0.03125,0.0,0.04866180048661801,0.03773584905660377,0.06015037593984962,0.0,0.035211267605633804,0.037109375,0.04469548133595285,0.0,0.0125,0.017857142857142856,0.024920886075949368,0.007009345794392523,0.0339943342776204,0.0,0.004625346901017576,0.025157232704402517,0.0,0.0,0.0,0.008695652173913044,0.0,0.015625,0.0,0.04017857142857143,0.0015432098765432098,0.0,0.00949367088607595,0.012269938650306749,0.0,0.014084507042253521,0.0234375,0.02,0.0125,0.02079002079002079,0.03125,0.0,0.018691588785046728,0.038461538461538464,0.013559322033898305,0.01893939393939394,0.0,0.0,0.0,0.013888888888888888,0.008849557522123894,0.0,0.011538461538461539,0.028070175438596492,0.0353356890459364,0.02321981424148607,0.06153846153846154,0.056782334384858045,0.0,0.0071174377224199285,0.05172413793103448,0.047619047619047616,0.020833333333333332,0.014423076923076924,0.0,0.008583690987124463,0.030303030303030304,0.02857142857142857,0.09090909090909091,0.00423728813559322,0.006329113924050633,0.012345679012345678,0.018696581196581196,0.015625,0.0,0.0375,0.05042016806722689,0.036458333333333336,0.08888888888888889,0.0388739946380697,0.12256267409470752,0.03473227206946455,0.09036144578313253,0.053003533568904596,0.06489675516224189,0.019417475728155338,0.056818181818181816
4 7,0.1509433962264151,0.18734268248831357,0.23101100052383447,0.16229348882410108,0.24426807760141092,0.2076271186440678,0.24132492113564669,0.1377551020408163,0.22758620689655173,0.16181229773462782,0.1340909090909091,0.1593625498007968,0.22701149425287356,0.23710482529118138,0.152834008097166,0.1875,0.28540462427745666,0.24976958525345622,0.20192307692307693,0.24833702882483372,0.18010752688172044,0.0984898227183191,0.32365747460087085,0.20843989769820973,0.1284722222222222,0.15625,0.0,0.24330900243309003,0.21174004192872117,0.34210526315789475,0.20454545454545456,0.22183098591549297,0.19140625,0.2175834970530452,0.19884853852967227,0.2233695652173913,0.234375,0.16139240506329114,0.14953271028037382,0.17186024551463644,0.20476190476190476,0.1822386679000925,0.18238993710691823,0.2863636363636364,0.08088235294117647,0.0625,0.30782608695652175,0.10091743119266056,0.19921875,0.03125,0.13392857142857142,0.2037037037037037,0.14233576642335766,0.19936708860759494,0.10429447852760736,0.07480314960629922,0.14084507042253522,0.0234375,0.135,0.3,0.11434511434511435,0.2125,0.047619047619047616,0.1588785046728972,0.1794871794871795,0.09830508474576272,0.20643939393939395,0.03571428571428571,0.05113636363636364,0.13392857142857142,0.1527777777777778,0.07079646017699115,0.03571428571428571,0.16153846153846155,0.21052631578947367,0.13957597173144876,0.14551083591331268,0.23076923076923078,0.1892744479495268,0.17543859649122806,0.1737841043890866,0.20689655172413793,0.16666666666666666,0.2708333333333333,0.16346153846153846,0.042283298097251586,0.19313304721030042,0.09595959595959595,0.1,0.13636363636363635,0.15677966101694915,0.12025316455696203,0.18518518518518517,0.20886752136752137,0.09375,0.14864864864864866,0.31666666666666665,0.37184873949579833,0.4375,0.26666666666666666,0.5723860589812333,0.37325905292479106,0.5253256150506512,0.5,0.3215547703180212,0.25073746312684364,0.19902912621359223,0.42045454545454547
4 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 9,0.12452830188679245,0.09744696152463143,0.22315348349921424,0.09815354713313897,0.19223985890652556,0.1483050847457627,0.2137223974763407,0.17551020408163265,0.2482758620689655,0.13754045307443366,0.2590909090909091,0.23107569721115537,0.14367816091954022,0.22296173044925124,0.17408906882591094,0.11029411764705882,0.1994219653179191,0.19493087557603686,0.1971153846153846,0.22671840354767184,0.14919354838709678,0.04924491135915955,0.14731494920174165,0.18414322250639387,0.07291666666666667,0.0625,0.0,0.17761557177615572,0.18867924528301888,0.18796992481203006,0.1382063882063882,0.19718309859154928,0.08984375,0.10952848722986247,0.13618246235606732,0.18478260869565216,0.17633928571428573,0.14121835443037975,0.11799065420560748,0.18791312559017942,0.18412698412698414,0.14708603145235893,0.10062893081761007,0.13636363636363635,0.04411764705882353,0.09375,0.1391304347826087,0.03669724770642202,0.125,0.09375,0.05357142857142857,0.1882716049382716,0.3156934306569343,0.07278481012658228,0.05214723926380368,0.023622047244094488,0.06338028169014084,0.015625,0.045,0.11875,0.10395010395010396,0.1125,0.041666666666666664,0.09345794392523364,0.14102564102564102,0.07457627118644068,0.13920454545454544,0.08928571428571429,0.07102272727272728,0.06696428571428571,0.1597222222222222,0.07079646017699115,0.08928571428571429,0.09230769230769231,0.22105263157894736,0.12367491166077739,0.032507739938080496,0.19230769230769232,0.09305993690851735,0.05263157894736842,0.08896797153024912,0.06206896551724138,0.10714285714285714,0.14393939393939395,0.19230769230769232,0.0015856236786469344,0.060085836909871244,0.1893939393939394,0.05,0.1893939393939394,0.1059322033898305,0.060126582278481014,0.15123456790123457,0.1063034188034188,0.1796875,0.20270270270270271,0.25416666666666665,0.25630252100840334,0.17708333333333334,0.16666666666666666,0.128686327077748,0.21727019498607242,0.2083936324167873,0.18072289156626506,0.2544169611307421,0.2890855457227139,0.19902912621359223,0.2727272727272727
4 10,0.0,0.010068320747932399,0.012048192771084338,0.0029154518950437317,0.007054673721340388,0.0,0.018138801261829655,0.013265306122448979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002435783879539415,0.010869565217391304,0.0,0.0,0.0,0.0,0.03015873015873016,0.0018501387604070306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033950617283950615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015479876160990713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015856236786469344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 11,0.035849056603773584,0.004674577490111471,0.013095861707700367,0.004859086491739553,0.08112874779541446,0.03389830508474576,0.033123028391167195,0.036734693877551024,0.041379310344827586,0.040453074433656956,0.03409090909090909,0.02390438247011952,0.040229885057471264,0.04159733777038269,0.024291497975708502,0.029411764705882353,0.08526011560693642,0.03778801843317972,0.041666666666666664,0.028824833702882482,0.028225806451612902,0.006565988181221274,0.08345428156748912,0.028132992327365727,0.0,0.03125,0.0,0.024330900243309004,0.020964360587002098,0.045112781954887216,0.018427518427518427,0.08450704225352113,0.02734375,0.02455795677799607,0.06488042515500443,0.002173913043478261,0.026785714285714284,0.014240506329113924,0.1588785046728972,0.049102927289896126,0.04126984126984127,0.043478260869565216,0.025157232704402517,0.045454545454545456,0.014705882352941176,0.015625,0.01391304347826087,0.0,0.0390625,0.0,0.026785714285714284,0.0030864197530864196,0.012773722627737226,0.03164556962025317,0.009202453987730062,0.0,0.01643192488262911,0.0,0.01,0.03125,0.031185031185031187,0.01875,0.005952380952380952,0.0,0.02564102564102564,0.0,0.036931818181818184,0.017857142857142856,0.014204545454545454,0.022321428571428572,0.020833333333333332,0.017699115044247787,0.017857142857142856,0.0,0.07719298245614035,0.02120141342756184,0.0046439628482972135,0.08461538461538462,0.007886435331230283,0.0,0.005338078291814947,0.020689655172413793,0.011904761904761904,0.030303030303030304,0.019230769230769232,0.0,0.01072961373390558,0.020202020202020204,0.02142857142857143,0.03787878787878788,0.0211864406779661,0.0,0.20679012345679013,0.009615384615384616,0.046875,0.02702702702702703,0.05416666666666667,0.0546218487394958,0.09895833333333333,0.03333333333333333,0.04423592493297587,0.05571030640668523,0.06367583212735167,0.060240963855421686,0.1590106007067138,0.1415929203539823,0.25728155339805825,0.18181818181818182
5 0,0.04716981132075472,0.0,0.010476689366160294,0.004859086491739553,0.03880070546737213,0.01694915254237288,0.04100946372239748,0.02857142857142857,0.0,0.0,0.0,0.0,0.040229885057471264,0.016638935108153077,0.0,0.007352941176470588,0.06141618497109826,0.017972350230414748,0.022435897435897436,0.011086474501108648,0.0,0.0,0.08708272859216255,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.007518796992481203,0.018427518427518427,0.05985915492957746,0.00390625,0.00343811394891945,0.05602302922940655,0.002173913043478261,0.0,0.014240506329113924,0.014018691588785047,0.07271010387157696,0.09523809523809523,0.05180388529139685,0.012578616352201259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009389671361502348,0.0,0.0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.004734848484848485,0.0,0.0,0.0,0.0,0.008849557522123894,0.0,0.0,0.03859649122807018,0.0,0.0,0.03076923076923077,0.0,0.0,0.0017793594306049821,0.020689655172413793,0.011904761904761904,0.0,0.009615384615384616,0.0,0.004291845493562232,0.0,0.014285714285714285,0.0,0.0,0.05063291139240506,0.06172839506172839,0.010683760683760684,0.015625,0.0,0.016666666666666666,0.004201680672268907,0.026041666666666668,0.0,0.024128686327077747,0.05013927576601671,0.052098408104196824,0.024096385542168676,0.14840989399293286,0.08259587020648967,0.25242718446601947,0.03787878787878788
5 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5 2,0.10566037735849057,0.0,0.020953378732320588,0.0,0.023809523809523808,0.0423728813559322,0.02050473186119874,0.00816326530612245,0.0,0.0,0.0,0.0,0.07183908045977011,0.0,0.0,0.01838235294117647,0.014450867052023121,0.008294930875576038,0.011217948717948718,0.005543237250554324,0.0,0.0,0.05079825834542816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004914004914004914,0.02464788732394366,0.0,0.029469548133595286,0.056465899025686446,0.0,0.0,0.0,0.0,0.010387157695939566,0.006349206349206349,0.02127659574468085,0.031446540880503145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023474178403755867,0.0,0.0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.004734848484848485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007017543859649123,0.0,0.0,0.0,0.0,0.0,0.0011862396204033216,0.0,0.0,0.0,0.0,0.0,0.017167381974248927,0.0,0.0,0.0,0.0,0.1550632911392405,0.09259259259259259,0.0010683760683760685,0.0,0.0,0.008333333333333333,0.004201680672268907,0.03125,0.0,0.00938337801608579,0.05013927576601671,0.02894356005788712,0.060240963855421686,0.06360424028268552,0.14749262536873156,0.07281553398058252,0.0
